p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
4.60E-143	0.287731792	0.587	0.295	7.39E-139	R5	Tpm1
1.05E-142	0.151352157	0.223	0.06	1.68E-138	R5	Plk2
2.45E-139	0.276237293	0.706	0.377	3.94E-135	R5	Hsp90aa1
3.43E-137	0.242193484	0.464	0.202	5.51E-133	R5	Hmga2
3.69E-130	0.227734643	0.451	0.198	5.92E-126	R5	Gpd2
3.09E-129	0.203435208	0.409	0.169	4.96E-125	R5	Diaph3
1.68E-127	0.20583466	0.317	0.116	2.69E-123	R5	Tnc
1.99E-126	0.227083372	0.478	0.216	3.20E-122	R5	Kif20b
7.69E-126	0.243024911	0.56	0.277	1.23E-121	R5	Smc2
3.24E-124	0.212504082	0.448	0.197	5.20E-120	R5	Actn1
3.96E-120	0.277659924	0.836	0.515	6.37E-116	R5	Vim
4.59E-120	0.272785338	0.735	0.43	7.37E-116	R5	Cald1
8.36E-114	0.163426646	0.285	0.103	1.34E-109	R5	Incenp
2.23E-112	0.197762538	0.42	0.187	3.58E-108	R5	Anln
5.81E-109	0.118331568	0.17	0.046	9.34E-105	R5	Has2
3.05E-106	0.163270885	0.293	0.112	4.90E-102	R5	Zfp36l2
4.02E-106	0.213170965	0.474	0.231	6.45E-102	R5	Alcam
1.01E-104	0.223610638	0.495	0.245	1.62E-100	R5	Cd44
2.19E-104	0.209588035	0.487	0.242	3.51E-100	R5	Mybbp1a
8.37E-103	0.199695054	0.461	0.225	1.34E-98	R5	Nolc1
1.67E-101	0.109824849	0.158	0.042	2.68E-97	R5	Dusp5
2.34E-101	0.113123092	0.164	0.045	3.76E-97	R5	Ly75
2.46E-101	0.142697385	0.237	0.081	3.96E-97	R5	Hist1h1e
2.53E-101	0.192624852	0.381	0.17	4.07E-97	R5	Nid1
2.33E-97	0.168846642	0.333	0.14	3.74E-93	R5	Klf6
6.52E-96	0.23540087	0.596	0.337	1.05E-91	R5	Taf1d
1.13E-95	0.171626089	0.394	0.181	1.81E-91	R5	Lamb1
7.82E-94	0.208220026	0.449	0.226	1.26E-89	R5	Otud4
1.59E-93	0.218924654	0.491	0.256	2.55E-89	R5	Fn1
3.76E-93	0.233860147	0.625	0.363	6.05E-89	R5	Lgals1
1.09E-92	0.185373281	0.415	0.202	1.76E-88	R5	Gspt1
1.86E-87	0.177842104	0.415	0.202	2.99E-83	R5	Knl1
2.84E-86	0.216485878	0.582	0.334	4.57E-82	R5	Ptma
6.01E-86	0.218232741	0.715	0.446	9.65E-82	R5	Tpr
4.27E-84	0.17728206	0.505	0.267	6.86E-80	R5	Smc4
7.20E-84	0.102413307	0.165	0.051	1.16E-79	R5	Ccdc9b
3.22E-83	0.183531252	0.479	0.256	5.18E-79	R5	Smc1a
1.72E-82	0.166746312	0.397	0.195	2.77E-78	R5	Myo5a
1.32E-81	0.205986537	0.564	0.314	2.12E-77	R5	Cenpe
1.25E-80	0.184875981	0.497	0.271	2.02E-76	R5	Npm1
3.09E-80	0.153877718	0.322	0.146	4.97E-76	R5	Sdc4
1.16E-79	0.152400232	0.339	0.157	1.86E-75	R5	Zbtb38
2.83E-79	0.137994894	0.279	0.119	4.54E-75	R5	Utp20
6.44E-79	0.117843913	0.206	0.075	1.04E-74	R5	Plk4
8.95E-79	0.167187227	0.369	0.18	1.44E-74	R5	Cdk6
4.13E-78	0.114470231	0.185	0.064	6.64E-74	R5	Nr4a2
1.12E-77	0.158085901	0.337	0.158	1.80E-73	R5	Atad2
3.03E-77	0.176858533	0.435	0.23	4.87E-73	R5	Hspa4
5.84E-77	0.217634638	0.936	0.841	9.38E-73	R5	Prrc2c
1.58E-75	0.154554864	0.387	0.193	2.54E-71	R5	Nap1l1
1.57E-74	0.12550027	0.242	0.098	2.52E-70	R5	Tns1
3.71E-74	0.132334859	0.251	0.104	5.97E-70	R5	Mcph1
1.86E-73	0.130113915	0.276	0.12	2.99E-69	R5	Wwc2
4.58E-73	0.150182173	0.356	0.175	7.36E-69	R5	Basp1
1.19E-72	0.154884696	0.357	0.177	1.91E-68	R5	Hspd1
2.22E-72	0.163445851	0.45	0.242	3.57E-68	R5	Prkg2
3.53E-72	0.187190768	0.661	0.403	5.67E-68	R5	Pabpc1
7.24E-72	0.16050482	0.405	0.211	1.16E-67	R5	Dhx9
1.12E-71	0.106048327	0.178	0.063	1.80E-67	R5	Errfi1
1.47E-71	0.121529335	0.249	0.104	2.36E-67	R5	Slc25a24
3.50E-70	0.157245838	0.425	0.227	5.63E-66	R5	Npnt
5.98E-70	0.191136867	0.772	0.519	9.60E-66	R5	Hsp90ab1
1.30E-69	0.126192164	0.249	0.106	2.09E-65	R5	Tm4sf1
6.09E-69	0.103748106	0.172	0.061	9.79E-65	R5	Specc1
1.06E-68	0.145464043	0.33	0.161	1.70E-64	R5	Nop58
7.70E-68	0.14585743	0.361	0.184	1.24E-63	R5	Myof
9.59E-68	0.150289802	0.377	0.194	1.54E-63	R5	Wdr43
1.36E-67	0.157750347	0.445	0.244	2.18E-63	R5	Ckap4
2.48E-67	0.159939746	0.464	0.259	3.98E-63	R5	Smarca4
2.53E-67	0.150723526	0.398	0.21	4.06E-63	R5	Smc3
3.48E-67	0.138979768	0.338	0.165	5.59E-63	R5	Jun
2.50E-66	0.128807619	0.267	0.12	4.02E-62	R5	Ahnak2
1.97E-65	0.114368717	0.232	0.098	3.17E-61	R5	Rrm1
4.62E-65	0.106748241	0.208	0.083	7.42E-61	R5	Vars
9.08E-65	0.115983378	0.223	0.093	1.46E-60	R5	Dstn
1.22E-64	0.13043762	0.293	0.138	1.96E-60	R5	Kif15
1.47E-64	0.138733895	0.319	0.157	2.35E-60	R5	Gnl3
1.53E-64	0.100790154	0.177	0.066	2.46E-60	R5	Slc7a1
2.20E-64	0.111161724	0.201	0.08	3.54E-60	R5	Mdn1
3.02E-64	0.140077284	0.334	0.167	4.85E-60	R5	Ranbp2
9.09E-64	0.167790177	0.507	0.3	1.46E-59	R5	Eprs
2.55E-63	0.168010099	0.517	0.305	4.10E-59	R5	Smarca5
3.59E-63	0.126524947	0.268	0.123	5.77E-59	R5	Fam111a
7.55E-63	0.139545816	0.308	0.151	1.21E-58	R5	Asap1
3.14E-62	0.153129983	0.487	0.282	5.05E-58	R5	Iqgap1
1.08E-61	0.149164455	0.381	0.204	1.73E-57	R5	Smc6
1.15E-61	0.14572722	0.394	0.213	1.85E-57	R5	Baz1b
1.79E-61	0.117264708	0.239	0.105	2.87E-57	R5	Clspn
1.98E-61	0.104957516	0.223	0.095	3.18E-57	R5	Ankrd26
2.04E-61	0.101778814	0.193	0.077	3.28E-57	R5	Dcbld2
5.78E-61	0.141128992	0.373	0.199	9.29E-57	R5	Cct2
8.27E-61	0.138025849	0.349	0.181	1.33E-56	R5	Txnrd1
9.59E-61	0.109856735	0.201	0.083	1.54E-56	R5	Nav3
1.59E-60	0.14285192	0.368	0.196	2.55E-56	R5	Kpnb1
3.92E-60	0.120590196	0.28	0.133	6.30E-56	R5	Rsl1d1
8.06E-60	0.156136844	0.454	0.263	1.29E-55	R5	Birc6
1.20E-59	0.159075477	0.537	0.322	1.93E-55	R5	Ccdc88a
2.29E-59	0.135364186	0.33	0.17	3.68E-55	R5	Eif4g1
5.16E-59	0.116505022	0.244	0.111	8.29E-55	R5	Nop56
1.72E-58	0.127609426	0.255	0.119	2.77E-54	R5	Nrp1
2.39E-58	0.123263955	0.278	0.133	3.84E-54	R5	Cited2
3.50E-58	0.102938547	0.211	0.09	5.63E-54	R5	Hmgb2
7.46E-58	0.182660564	0.609	0.394	1.20E-53	R5	Hnrnpu
8.40E-58	0.102964329	0.213	0.091	1.35E-53	R5	Pdzd8
9.50E-58	0.142160776	0.361	0.193	1.53E-53	R5	Dock7
1.19E-57	0.120382671	0.264	0.125	1.92E-53	R5	Ddx27
1.64E-56	0.126285188	0.33	0.17	2.63E-52	R5	Cep290
8.70E-56	0.149324689	0.49	0.295	1.40E-51	R5	Eif3a
1.38E-55	0.107427258	0.221	0.098	2.23E-51	R5	Fbln2
1.76E-55	0.130285233	0.349	0.186	2.83E-51	R5	Esf1
2.16E-55	0.124085965	0.309	0.158	3.47E-51	R5	Rad50
2.86E-55	0.113177182	0.237	0.109	4.59E-51	R5	Lyar
4.99E-55	0.103820447	0.199	0.084	8.03E-51	R5	Itga5
5.64E-55	0.168822622	0.588	0.38	9.07E-51	R5	Plec
7.81E-55	0.101691736	0.197	0.083	1.25E-50	R5	Kif4
9.06E-55	0.163863944	0.585	0.378	1.46E-50	R5	Scaf11
1.29E-54	0.15275922	0.495	0.302	2.07E-50	R5	Canx
2.97E-54	0.119897237	0.268	0.131	4.77E-50	R5	Pcnt
3.49E-54	0.10636281	0.243	0.113	5.61E-50	R5	Klf7
5.40E-54	0.111607991	0.257	0.123	8.68E-50	R5	Kif11
6.90E-54	0.139513181	0.413	0.237	1.11E-49	R5	Brd2
7.63E-54	0.136079302	0.394	0.222	1.23E-49	R5	Slk
2.21E-53	0.106415305	0.219	0.099	3.55E-49	R5	Dnmt1
1.10E-52	0.16014463	0.631	0.419	1.78E-48	R5	Rock2
2.40E-52	0.109659649	0.239	0.112	3.86E-48	R5	Ahctf1
3.24E-52	0.128646179	0.319	0.17	5.21E-48	R5	Supt16
1.30E-51	0.102109477	0.216	0.098	2.09E-47	R5	Hsph1
1.35E-51	0.101969257	0.211	0.095	2.17E-47	R5	Lig1
1.87E-51	0.104736829	0.19	0.082	3.00E-47	R5	Syt13
2.74E-51	0.106577676	0.219	0.101	4.41E-47	R5	Eps8
2.94E-51	0.104924774	0.215	0.098	4.72E-47	R5	Brca2
3.15E-51	0.114484645	0.296	0.152	5.07E-47	R5	Rps5
1.28E-50	0.111015958	0.268	0.133	2.06E-46	R5	Cep170
1.46E-50	0.114942547	0.255	0.125	2.35E-46	R5	Vcl
5.64E-50	0.126049847	0.348	0.193	9.06E-46	R5	Ssrp1
8.29E-50	0.143293134	0.587	0.378	1.33E-45	R5	Rpl4
8.75E-50	0.113578471	0.254	0.125	1.41E-45	R5	Tomm70a
9.51E-50	0.105555865	0.229	0.108	1.53E-45	R5	Myh10
1.30E-49	0.121450668	0.355	0.197	2.08E-45	R5	Ywhae
7.27E-49	0.104793897	0.224	0.106	1.17E-44	R5	Pcolce2
1.92E-48	0.101505213	0.239	0.116	3.09E-44	R5	Sgo2a
3.59E-48	0.124300339	0.459	0.276	5.76E-44	R5	Col5a2
7.40E-48	0.161090974	0.412	0.249	1.19E-43	R5	Lpp
8.22E-48	0.116906807	0.299	0.159	1.32E-43	R5	Smchd1
8.75E-48	0.121528686	0.387	0.222	1.41E-43	R5	Cfl1
5.42E-47	0.211180622	0.762	0.625	8.70E-43	R5	CT010467.1
8.69E-47	0.125320925	0.385	0.224	1.40E-42	R5	Naa15
3.47E-46	0.139489324	0.684	0.462	5.57E-42	R5	Hsp90b1
5.31E-46	0.100312792	0.234	0.115	8.53E-42	R5	Tardbp
8.02E-46	0.119318931	0.41	0.243	1.29E-41	R5	Ssb
3.06E-45	0.132876279	0.683	0.462	4.92E-41	R5	Rrbp1
3.32E-45	0.126473071	0.378	0.221	5.33E-41	R5	Hspa9
4.93E-45	0.11428073	0.293	0.157	7.92E-41	R5	Tcof1
5.40E-45	0.102159186	0.239	0.119	8.68E-41	R5	Sept11
9.45E-45	0.105673372	0.372	0.212	1.52E-40	R5	Phldb2
1.87E-44	0.100627602	0.254	0.13	3.01E-40	R5	Baz1a
1.92E-44	0.119216056	0.33	0.187	3.09E-40	R5	Bdp1
4.67E-44	0.105217859	0.275	0.145	7.51E-40	R5	Caprin1
1.28E-43	0.120294351	0.386	0.229	2.06E-39	R5	Hnrnpa2b1
1.93E-43	0.106809088	0.294	0.16	3.11E-39	R5	2610507B11Rik
2.57E-43	0.12443264	0.391	0.235	4.12E-39	R5	Ctnna1
4.32E-43	0.102733965	0.288	0.156	6.94E-39	R5	Luzp1
7.28E-43	0.100196302	0.225	0.112	1.17E-38	R5	Abcc1
2.35E-42	0.115708354	0.328	0.187	3.77E-38	R5	Dek
3.07E-42	0.116324474	0.379	0.224	4.93E-38	R5	Timp3
4.06E-42	0.120141485	0.428	0.264	6.53E-38	R5	Usp34
5.09E-42	0.100134774	0.263	0.138	8.18E-38	R5	Rpl32
5.45E-41	0.124745803	0.439	0.276	8.76E-37	R5	Wnk1
8.82E-41	0.10829756	0.249	0.131	1.42E-36	R5	Eef1a1
9.74E-41	0.110849327	0.353	0.207	1.56E-36	R5	Huwe1
1.24E-40	0.12310325	0.404	0.249	2.00E-36	R5	Msn
2.61E-40	0.102118016	0.287	0.158	4.20E-36	R5	Dync1h1
3.52E-40	0.111969377	0.353	0.209	5.65E-36	R5	Nars
5.91E-40	0.104412341	0.271	0.147	9.50E-36	R5	Eif5
8.54E-40	0.11516869	0.354	0.21	1.37E-35	R5	Pa2g4
1.66E-39	0.100069877	0.26	0.139	2.66E-35	R5	Rplp2
1.97E-39	0.118707778	0.324	0.189	3.17E-35	R5	Rpl14
2.00E-39	0.115944371	0.368	0.222	3.21E-35	R5	Smarcc1
3.30E-39	0.10239841	0.283	0.157	5.31E-35	R5	Xrn2
1.03E-38	0.103437967	0.271	0.149	1.66E-34	R5	Ank
6.52E-38	0.106576107	0.293	0.167	1.05E-33	R5	Ckap5
1.54E-37	0.116799504	0.334	0.198	2.47E-33	R5	Actn4
5.85E-37	0.114205407	0.467	0.302	9.40E-33	R5	Eif4g2
1.12E-36	0.11199099	0.394	0.246	1.79E-32	R5	Rock1
2.59E-35	0.100788145	0.343	0.207	4.16E-31	R5	Bclaf1
3.75E-35	0.105834115	0.438	0.281	6.02E-31	R5	Ppig
9.08E-35	0.103797846	0.552	0.368	1.46E-30	R5	Nucks1
1.99E-34	0.113797423	0.472	0.314	3.20E-30	R5	Pbrm1
6.18E-34	0.105556505	0.377	0.237	9.93E-30	R5	Sept7
8.65E-34	0.123218711	0.474	0.319	1.39E-29	R5	Calr
4.92E-33	0.107509476	0.365	0.229	7.90E-29	R5	Prpf38b
2.31E-32	0.100347362	0.419	0.272	3.72E-28	R5	Sf3b2
1.89E-30	0.105291984	0.639	0.458	3.03E-26	R5	Eif5b
2.79E-30	0.101945792	0.439	0.293	4.49E-26	R5	Serbp1
1.76E-28	0.104623119	0.409	0.274	2.84E-24	R5	Cd63
4.18E-30	0.638462671	0.597	0.135	6.72E-26	R6	Eef1a1
1.13E-22	0.476036218	0.597	0.162	1.81E-18	R6	Tcof1
3.23E-22	0.625370629	0.984	0.845	5.19E-18	R6	Prrc2c
1.11E-20	0.38106951	0.516	0.127	1.78E-16	R6	S100a4
1.48E-16	0.394960139	0.484	0.136	2.38E-12	R6	Gm26917
5.64E-15	0.291519109	0.5	0.145	9.06E-11	R6	Pura
2.62E-14	0.374661512	0.629	0.231	4.21E-10	R6	Naa15
7.71E-14	0.271929618	0.419	0.116	1.24E-09	R6	Nop56
1.85E-13	0.331974393	0.629	0.234	2.98E-09	R6	Nolc1
2.18E-12	0.483647145	0.839	0.4	3.51E-08	R6	Grem1
1.43E-11	0.311144412	0.645	0.267	2.30E-07	R6	Smarca4
1.89E-11	0.443522003	0.903	0.628	3.04E-07	R6	Rbm25
2.12E-11	0.466285663	0.952	0.779	3.40E-07	R6	Ncl
2.42E-11	0.490544432	0.806	0.456	3.89E-07	R6	Ahnak
5.43E-11	0.351461576	0.597	0.252	8.72E-07	R6	Ckap4
1.68E-10	0.225420576	0.339	0.098	2.70E-06	R6	Dkc1
1.91E-10	0.258457704	0.532	0.201	3.07E-06	R6	Nap1l1
2.76E-10	0.348193265	0.581	0.252	4.44E-06	R6	Mybbp1a
2.93E-10	0.368382546	0.758	0.391	4.70E-06	R6	Hsp90aa1
5.18E-10	0.197849274	0.339	0.1	8.32E-06	R6	Lig1
7.40E-10	0.496975247	0.645	0.344	1.19E-05	R6	Ptma
7.46E-10	0.464772193	0.806	0.529	1.20E-05	R6	Hsp90ab1
7.77E-10	0.324747962	0.548	0.222	1.25E-05	R6	Csf1
8.25E-10	0.274328252	0.403	0.139	1.33E-05	R6	Cited2
9.16E-10	0.367935275	0.677	0.331	1.47E-05	R6	Ccdc88a
9.31E-10	0.244734121	0.419	0.144	1.50E-05	R6	Rplp2
1.09E-09	0.265987887	0.387	0.131	1.75E-05	R6	Anp32b
1.10E-09	0.40802875	0.645	0.314	1.77E-05	R6	Sox4
1.62E-09	0.30875577	0.468	0.182	2.60E-05	R6	Basp1
2.18E-09	0.379955779	0.79	0.465	3.50E-05	R6	Eif5b
2.99E-09	0.323273578	0.629	0.309	4.81E-05	R6	Eprs
4.93E-09	0.178543475	0.339	0.105	7.92E-05	R6	Ylpm1
5.42E-09	0.184641351	0.355	0.114	8.70E-05	R6	Hspa8
9.57E-09	0.213131634	0.387	0.135	0.000153728	R6	Rtf1
9.79E-09	0.478681816	0.661	0.374	0.000157286	R6	Lgals1
1.14E-08	0.35146956	0.742	0.403	0.000183343	R6	Mki67
1.29E-08	0.228662342	0.403	0.146	0.000207443	R6	Mafg
1.32E-08	0.353130487	0.645	0.326	0.000211631	R6	Calr
1.72E-08	0.292739168	0.645	0.318	0.000276232	R6	Mtdh
2.30E-08	0.170451621	0.274	0.08	0.000369827	R6	Dnajc8
3.05E-08	0.361317023	0.677	0.389	0.000490053	R6	Plec
3.81E-08	0.272078706	0.597	0.28	0.000612404	R6	Npm1
4.37E-08	0.139969642	0.194	0.046	0.000701952	R6	Rpl38
5.07E-08	0.224452687	0.387	0.143	0.000815248	R6	Rpl32
5.89E-08	0.192533627	0.242	0.069	0.00094671	R6	Tmsb10
6.12E-08	0.266911977	0.516	0.229	0.000983609	R6	Cfl1
7.41E-08	0.182676516	0.306	0.1	0.001191351	R6	Rpl11
8.58E-08	0.172725755	0.306	0.1	0.001379389	R6	Rplp0
8.66E-08	0.256387648	0.403	0.156	0.001391741	R6	Flnb
1.08E-07	0.19984019	0.355	0.128	0.001738789	R6	Larp4b
1.10E-07	0.331212531	0.774	0.457	0.001760019	R6	Tpr
1.48E-07	0.158109413	0.177	0.043	0.002382315	R6	Gm14636
1.68E-07	0.236596707	0.532	0.244	0.002697225	R6	Brd2
1.73E-07	0.181705779	0.419	0.163	0.002772505	R6	Dync1h1
1.99E-07	0.181360986	0.403	0.155	0.00319647	R6	Crebbp
2.07E-07	0.26385712	0.532	0.245	0.003332467	R6	Rps8
2.30E-07	0.208208677	0.435	0.177	0.003700778	R6	Cep290
2.80E-07	0.190228566	0.306	0.106	0.004502793	R6	Eno1
3.61E-07	0.169370225	0.339	0.122	0.005795068	R6	Rps26
3.76E-07	0.199780293	0.403	0.162	0.006034284	R6	Psmd1
4.72E-07	0.21719545	0.516	0.236	0.007580516	R6	Pdap1
5.36E-07	0.266712788	0.597	0.306	0.008613996	R6	Ankrd11
5.73E-07	0.298263126	0.484	0.235	0.009208386	R6	Npnt
6.30E-07	0.136559365	0.242	0.074	0.010127358	R6	Rpl31
6.60E-07	0.189016562	0.5	0.22	0.010607482	R6	Srek1
8.41E-07	0.135381434	0.242	0.075	0.013520785	R6	Ehmt1
9.14E-07	0.141196505	0.258	0.083	0.014685112	R6	Bzw2
9.42E-07	0.239187703	0.468	0.216	0.015128475	R6	Pa2g4
9.88E-07	0.191135793	0.452	0.196	0.015879824	R6	Abcf1
1.05E-06	0.155335486	0.274	0.092	0.016839427	R6	Rnf20
1.12E-06	0.280254061	0.613	0.337	0.017972455	R6	Itgb1
1.17E-06	0.197304176	0.484	0.217	0.018867944	R6	Brd3
1.24E-06	0.231150445	0.548	0.267	0.019948672	R6	Kmt2a
1.79E-06	0.217165688	0.419	0.185	0.028703535	R6	Hectd1
1.92E-06	0.295134425	0.565	0.303	0.030929151	R6	Eif3a
1.98E-06	0.165979145	0.323	0.121	0.031796951	R6	Baz2a
2.12E-06	0.171508087	0.306	0.114	0.034112764	R6	Lyar
2.20E-06	0.191445042	0.371	0.153	0.035427075	R6	Srsf11
2.45E-06	0.227925943	0.403	0.181	0.039302314	R6	Rfc1
2.45E-06	0.165482121	0.323	0.122	0.039399603	R6	Rpl37
2.68E-06	0.193015276	0.387	0.164	0.043028232	R6	Zc3h13
2.81E-06	0.165287713	0.306	0.115	0.045146822	R6	Cit
3.10E-06	0.125685084	0.242	0.079	0.049769429	R6	Mt2
0	1.057245719	0.966	0.605	0	R7	CT010467.1
0	0.421861306	0.795	0.37	0	R7	Grem1
0	0.331327467	0.683	0.318	0	R7	Ptma
2.19E-299	0.378157977	0.951	0.766	3.51E-295	R7	Ncl
7.33E-287	0.338411219	0.753	0.376	1.18E-282	R7	Mki67
6.60E-280	0.273359885	0.502	0.201	1.06E-275	R7	Csf1
3.42E-271	0.276685285	0.523	0.22	5.50E-267	R7	Alcam
3.11E-258	0.214924265	0.278	0.079	4.99E-254	R7	Hist1h1b
1.48E-253	0.301270925	0.721	0.383	2.37E-249	R7	Myh9
1.77E-249	0.20148258	0.323	0.103	2.84E-245	R7	Zfp36l2
1.31E-238	0.21895014	0.379	0.139	2.11E-234	R7	Flnb
6.41E-235	0.28728708	0.768	0.412	1.03E-230	R7	Spp1
1.43E-229	0.269766083	0.587	0.288	2.29E-225	R7	Canx
5.57E-229	0.280436303	0.71	0.38	8.95E-225	R7	Hnrnpu
1.33E-228	0.21285442	0.392	0.149	2.14E-224	R7	Atad2
5.39E-222	0.291425363	0.963	0.836	8.66E-218	R7	Prrc2c
1.66E-216	0.212855845	0.423	0.173	2.67E-212	R7	Myof
1.80E-213	0.255073271	0.57	0.279	2.89E-209	R7	Ddx21
1.83E-209	0.253805526	0.441	0.189	2.95E-205	R7	Thbs1
4.56E-207	0.169667226	0.264	0.083	7.33E-203	R7	Atad5
1.90E-206	0.226080358	0.46	0.203	3.05E-202	R7	Baz1b
4.51E-197	0.184283114	0.347	0.132	7.24E-193	R7	Pdia3
1.47E-195	0.257350024	0.71	0.391	2.37E-191	R7	Pabpc1
7.90E-189	0.18747017	0.353	0.139	1.27E-184	R7	Ank
3.95E-185	0.215532931	0.466	0.217	6.34E-181	R7	Nolc1
2.50E-184	0.260248407	0.758	0.449	4.02E-180	R7	Hsp90b1
2.96E-180	0.259091738	0.619	0.339	4.75E-176	R7	Hspa5
1.33E-179	0.176232147	0.32	0.121	2.14E-175	R7	Eef1a1
3.03E-171	0.202342719	0.431	0.196	4.87E-167	R7	Hmga2
3.42E-168	0.196250784	0.41	0.185	5.50E-164	R7	Nap1l1
1.34E-167	0.158927989	0.282	0.104	2.15E-163	R7	Nop56
1.45E-166	0.232649428	0.585	0.318	2.34E-162	R7	Itgb1
1.88E-163	0.150125735	0.276	0.101	3.02E-159	R7	Myh10
4.88E-163	0.19113792	0.446	0.212	7.84E-159	R7	Smarcc1
1.49E-162	0.225781701	0.66	0.371	2.39E-158	R7	Hsp90aa1
5.94E-162	0.193258589	0.428	0.2	9.54E-158	R7	Flna
5.14E-159	0.112613889	0.162	0.043	8.26E-155	R7	Uhrf1
1.27E-158	0.188318806	0.408	0.188	2.04E-154	R7	Myo5a
2.58E-157	0.189368382	0.602	0.31	4.14E-153	R7	Ccnd1
2.91E-156	0.206171236	0.64	0.353	4.68E-152	R7	Lgals1
1.83E-148	0.209055339	0.578	0.322	2.94E-144	R7	Tln1
8.40E-147	0.199300491	0.488	0.254	1.35E-142	R7	Birc6
3.32E-144	0.164422859	0.36	0.162	5.33E-140	R7	Supt16
3.03E-143	0.164675993	0.365	0.165	4.87E-139	R7	Diaph3
4.33E-143	0.211076396	0.564	0.314	6.96E-139	R7	Ccdc88a
9.38E-142	0.163008625	0.364	0.164	1.51E-137	R7	Wls
1.15E-140	0.15738669	0.341	0.15	1.84E-136	R7	Dync1h1
1.57E-140	0.202814924	0.436	0.22	2.52E-136	R7	Otud4
9.61E-140	0.147613491	0.277	0.111	1.54E-135	R7	Nasp
4.83E-139	0.144559831	0.258	0.099	7.77E-135	R7	Clspn
1.09E-138	0.163115098	0.354	0.16	1.75E-134	R7	Ranbp2
1.89E-138	0.1686391	0.368	0.17	3.03E-134	R7	Hspd1
5.41E-136	0.179992412	0.485	0.254	8.69E-132	R7	Usp34
1.09E-135	0.153946023	0.318	0.138	1.75E-131	R7	Caprin1
2.04E-135	0.134398033	0.246	0.093	3.28E-131	R7	Dnmt1
9.68E-134	0.206031984	0.548	0.309	1.56E-129	R7	Calr
7.75E-132	0.152560027	0.305	0.131	1.25E-127	R7	Pola1
2.46E-131	0.143899973	0.295	0.124	3.95E-127	R7	Gm26917
2.37E-130	0.173269848	0.379	0.183	3.81E-126	R7	Anln
9.36E-128	0.168934144	0.432	0.221	1.50E-123	R7	Hnrnpa2b1
1.04E-126	0.190664148	0.965	0.806	1.66E-122	R7	Actb
1.68E-125	0.194567161	0.708	0.438	2.69E-121	R7	Tpr
2.51E-124	0.167718411	0.387	0.192	4.03E-120	R7	Cct2
7.30E-123	0.103111343	0.166	0.053	1.17E-118	R7	Acsl5
2.57E-122	0.14252192	0.314	0.141	4.12E-118	R7	Sdc4
1.00E-121	0.199951563	0.779	0.51	1.61E-117	R7	Hsp90ab1
3.07E-121	0.141186497	0.303	0.135	4.93E-117	R7	Bzw1
3.20E-121	0.161537389	0.393	0.197	5.14E-117	R7	Gspt1
4.40E-121	0.126073967	0.236	0.092	7.07E-117	R7	Rai14
1.33E-119	0.157210057	0.382	0.19	2.14E-115	R7	Kpnb1
2.01E-119	0.124929035	0.216	0.082	3.23E-115	R7	Hells
2.30E-119	0.137733404	0.288	0.125	3.69E-115	R7	Cplane1
2.88E-119	0.169231901	0.427	0.224	4.62E-115	R7	Hspa4
3.66E-119	0.141642275	0.314	0.143	5.88E-115	R7	Usp9x
2.08E-116	0.149036863	0.33	0.156	3.34E-112	R7	Nop58
1.22E-115	0.143602967	0.34	0.161	1.96E-111	R7	Sfpq
1.62E-113	0.113320079	0.211	0.08	2.60E-109	R7	Nsd2
8.66E-112	0.164262195	0.409	0.216	1.39E-107	R7	Slk
4.21E-111	0.130866919	0.267	0.116	6.77E-107	R7	Hnrnpd
1.00E-110	0.102337984	0.174	0.06	1.61E-106	R7	Col12a1
1.92E-110	0.165786788	0.479	0.265	3.08E-106	R7	Npm1
3.78E-110	0.186935616	0.678	0.425	6.07E-106	R7	Cald1
1.16E-109	0.147728117	0.342	0.167	1.86E-105	R7	Nid1
3.22E-109	0.16878222	0.458	0.252	5.18E-105	R7	Fn1
2.66E-108	0.124550649	0.267	0.117	4.28E-104	R7	Tcf20
1.51E-107	0.159385898	0.438	0.238	2.43E-103	R7	Mybbp1a
2.68E-107	0.123782136	0.239	0.1	4.31E-103	R7	Slc25a24
3.27E-106	0.135532674	0.356	0.177	5.26E-102	R7	Lamb1
9.01E-105	0.168115763	0.605	0.37	1.45E-100	R7	Scaf11
1.08E-104	0.144055219	0.385	0.2	1.74E-100	R7	Bclaf1
2.81E-104	0.104282294	0.191	0.072	4.52E-100	R7	Ssr1
1.31E-103	0.150366088	0.415	0.222	2.10E-99	R7	Pdap1
1.02E-102	0.153633753	0.439	0.242	1.64E-98	R7	Msn
1.06E-102	0.123035947	0.259	0.115	1.70E-98	R7	Utp20
5.16E-102	0.167190626	0.499	0.292	8.29E-98	R7	Tpm1
3.55E-101	0.13629888	0.348	0.175	5.70E-97	R7	Pnn
7.03E-101	0.14411899	0.314	0.154	1.13E-96	R7	Peak1
1.39E-100	0.162654325	0.495	0.288	2.23E-96	R7	Eif3a
1.66E-100	0.141236528	0.347	0.176	2.67E-96	R7	Txnrd1
1.92E-100	0.124495382	0.279	0.129	3.08E-96	R7	Rsl1d1
2.13E-100	0.114532879	0.201	0.079	3.42E-96	R7	Hist1h1e
4.10E-100	0.159290664	0.506	0.294	6.59E-96	R7	Eif4g2
5.14E-99	0.107194371	0.21	0.085	8.26E-95	R7	Topbp1
